src,dst,proto,sport,dport,bytes,pkts,duration,iat_mean,iat_std,label
2800:3f0:4001:835::2003,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,43584,3026,7,0.1179502010345459,0.019658366839090984,0.019847655679178636,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:835::2003,TLS,43584,443,1206,4,0.09889507293701172,0.03296502431233724,0.04133440151219994,0
2800:3f0:4001:835::2003,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,43590,3284,10,21.47069215774536,2.385632461971707,7.111878355814372,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:835::2003,TLS,43590,443,2596,11,21.424593925476074,2.1424593925476074,6.736286564563767,0
2800:3f0:4001:835::2003,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,43568,3026,7,0.13567805290222168,0.022613008817036945,0.02085563166388429,0
18.155.21.98,192.168.15.2,TCP,443,54954,177914,121,0.13178491592407227,0.0010982076327006021,0.0033735080842951654,0
2800:3f0:4001:835::2003,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,43556,3026,7,0.1391451358795166,0.023190855979919434,0.02114245249520696,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:835::2003,TLS,43568,443,1206,4,0.11159992218017578,0.037199974060058594,0.04362827279250125,0
192.168.15.2,18.155.21.98,TLS,54954,443,1636,7,0.1110849380493164,0.018514156341552734,0.026707506638728416,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:835::2003,TLS,43556,443,1206,4,0.11631894111633301,0.038772980372111,0.045165174979201285,0
18.155.21.98,192.168.15.2,TLS,443,54954,22738,17,0.09104108810424805,0.005690068006515503,0.005749657463332682,0
192.168.15.2,18.155.21.98,QUIC,35364,443,2960,10,21.35784387588501,2.373093763987223,5.443048513645763,0
2800:3f0:4001:835::2003,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,43590,68402,54,0.0661008358001709,0.0012471855811352999,0.0037178367638474206,0
2800:3f0:4001:835::2003,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,43584,2705,4,0.025682926177978516,0.008560975392659506,0.014698222286651406,0
2800:3f0:4001:835::2003,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,43568,2704,4,0.03187990188598633,0.010626633961995443,0.01820084444090122,0
2800:3f0:4001:835::2003,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,43556,2705,4,0.035687923431396484,0.011895974477132162,0.020435745301391577,0
18.155.21.98,192.168.15.2,QUIC,443,35364,9172,12,5.171406984329224,0.47012790766629303,1.5349277682306182,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:835::2003,QUIC,36592,443,1768,4,21.321449041366577,7.107149680455525,12.203740886688701,0
2600:9000:27a4:6e00:1d:bf1d:a5c0:93a1,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,44882,18833,17,0.17769503593444824,0.011105939745903015,0.03318010405712127,0
2600:9000:27a4:6e00:1d:bf1d:a5c0:93a1,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,44880,3212,6,0.14269804954528809,0.028539609909057618,0.06144701583163089,0
2600:9000:27a4:6e00:1d:bf1d:a5c0:93a1,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,44874,3212,6,0.1538710594177246,0.03077421188354492,0.062131533608180516,0
2600:9000:27a4:6e00:1d:bf1d:a5c0:93a1,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,44884,3212,6,0.15343809127807617,0.030687618255615234,0.0624665215276469,0
2600:9000:27a4:6e00:1d:bf1d:a5c0:93a1,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,44872,3104,5,0.14922618865966797,0.03730654716491699,0.07400063157049175,0
2600:9000:27a4:6e00:1d:bf1d:a5c0:93a1,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,44860,3104,5,0.14875507354736328,0.03718876838684082,0.07325706603016116,0
2800:3f0:4001:835::2003,2804:1b0:1900:9955:2347:6deb:7171:e846,QUIC,443,36592,3750,5,0.05644106864929199,0.014110267162322998,0.016917939267199096,0
192.168.15.2,3.164.6.33,TCP,32962,443,6776,16,21.22622799873352,1.4150818665822347,5.120365913934938,0
3.164.6.33,192.168.15.2,TCP,443,32962,3590,11,21.20552897453308,2.120552897453308,6.271584362634675,0
192.168.15.2,3.164.6.33,TLS,32962,443,8614,15,21.161915063858032,1.5115653617041451,5.304889056288024,0
3.164.6.33,192.168.15.2,TLS,443,32962,6305,10,1.2420430183410645,0.13800477981567383,0.3252083032515809,0
192.168.15.2,192.168.15.1,DNS,57015,53,146,2,5.0067901611328125e-06,5.0067901611328125e-06,,0
192.168.15.1,192.168.15.2,DNS,53,57015,294,2,0.00023484230041503906,0.00023484230041503906,,0
192.168.15.2,192.168.15.1,DNS,52914,53,152,2,4.0531158447265625e-06,4.0531158447265625e-06,,0
192.168.15.1,192.168.15.2,DNS,53,52914,357,2,0.16053199768066406,0.16053199768066406,,0
192.168.15.2,151.101.248.176,TCP,57242,443,1028,16,15.992673873901367,1.0661782582600912,4.079663593192898,0
151.101.248.176,192.168.15.2,TCP,443,57242,3746,13,15.974471092224121,1.33120592435201,4.57856219609601,0
192.168.15.2,151.101.248.176,TLS,57242,443,1921,8,15.929558038711548,2.275651148387364,5.994541914459654,0
151.101.248.176,192.168.15.2,TLS,443,57242,19379,16,15.95280385017395,1.0635202566782633,4.103823497671415,0
192.168.15.2,192.168.15.1,DNS,33390,53,144,2,5.0067901611328125e-06,5.0067901611328125e-06,,0
192.168.15.1,192.168.15.2,DNS,53,33390,356,2,0.00021195411682128906,0.00021195411682128906,,0
192.168.15.2,44.233.169.138,TCP,55330,443,2174,11,15.990164995193481,1.599016499519348,4.594385720105849,0
44.233.169.138,192.168.15.2,TCP,443,55330,2162,11,15.795825958251953,1.5795825958251952,4.679579096905218,0
192.168.15.2,44.233.169.138,TLS,55330,443,4525,11,15.556169033050537,1.5556169033050538,4.686794692368632,0
44.233.169.138,192.168.15.2,TLS,443,55330,4167,8,0.6666440963745117,0.09523487091064453,0.11648691519121447,0
192.168.15.2,192.168.15.1,DNS,36638,53,154,2,3.814697265625e-06,3.814697265625e-06,,0
192.168.15.1,192.168.15.2,DNS,53,36638,439,2,0.0001780986785888672,0.0001780986785888672,,0
192.168.15.2,192.168.15.1,DNS,49128,53,160,2,6.198883056640625e-06,6.198883056640625e-06,,0
192.168.15.2,192.168.15.1,DNS,38119,53,148,2,9.5367431640625e-07,9.5367431640625e-07,,0
192.168.15.2,192.168.15.1,DNS,56039,53,172,2,3.0994415283203125e-06,3.0994415283203125e-06,,0
192.168.15.1,192.168.15.2,DNS,53,49128,204,2,0.0006539821624755859,0.0006539821624755859,,0
192.168.15.1,192.168.15.2,DNS,53,38119,436,2,0.00023889541625976562,0.00023889541625976562,,0
192.168.15.1,192.168.15.2,DNS,53,56039,546,2,0.00017499923706054688,0.00017499923706054688,,0
192.168.15.2,192.168.15.1,DNS,43724,53,216,2,5.0067901611328125e-06,5.0067901611328125e-06,,0
192.168.15.2,192.168.15.1,DNS,57052,53,220,2,3.0994415283203125e-06,3.0994415283203125e-06,,0
192.168.15.1,192.168.15.2,DNS,53,43724,362,2,0.00018596649169921875,0.00018596649169921875,,0
192.168.15.2,108.158.173.92,TCP,49322,443,7730,117,0.3725411891937256,0.003211561975807979,0.019810284291032366,0
108.158.173.92,192.168.15.2,TCP,443,49322,269564,168,0.35194897651672363,0.0021074789012977464,0.018009591331033165,0
192.168.15.2,108.158.173.92,TLS,49322,443,1740,7,0.3304591178894043,0.05507651964823405,0.11283416086546158,0
108.158.173.92,192.168.15.2,TLS,443,49322,126178,59,0.1008918285369873,0.0017395142851204708,0.003325755672332134,0
192.168.15.2,108.158.173.92,QUIC,33041,443,3045,17,11.760732889175415,0.7350458055734634,2.8612005713839865,0
192.168.15.1,192.168.15.2,DNS,53,57052,368,2,0.004333972930908203,0.004333972930908203,,0
192.168.15.2,3.163.10.76,TCP,49224,443,2648,40,0.834007978439331,0.021384819959982846,0.08057912733854361,0
108.158.173.92,192.168.15.2,QUIC,443,33041,7090,12,0.2765190601348877,0.02513809637589888,0.02824969139357428,0
192.168.15.2,192.168.15.1,DNS,46848,53,172,2,4.0531158447265625e-06,4.0531158447265625e-06,,0
3.163.10.76,192.168.15.2,TCP,443,49224,70556,52,0.8132638931274414,0.015946350845636104,0.07545082497620363,0
192.168.15.2,3.163.10.76,TLS,49224,443,1742,7,0.7922639846801758,0.13204399744669595,0.20056602690067846,0
192.168.15.1,192.168.15.2,DNS,53,46848,269,2,0.0002090930938720703,0.0002090930938720703,,0
192.168.15.2,3.174.85.24,TCP,40254,80,404,6,11.761220932006836,2.352244186401367,4.318131699765585,0
3.163.10.76,192.168.15.2,TLS,443,49224,24215,20,0.49074482917785645,0.02582867521988718,0.10340167126659115,0
192.168.15.2,192.168.15.1,DNS,54110,53,172,2,2.86102294921875e-06,2.86102294921875e-06,,0
3.174.85.24,192.168.15.2,TCP,80,40254,272,4,11.738940000534058,3.912980000178019,5.505764338083421,0
192.168.15.2,3.174.85.24,OCSP,40254,80,527,1,0.0,0.0,,0
192.168.15.1,192.168.15.2,DNS,53,54110,269,2,0.00018310546875,0.00018310546875,,0
192.168.15.2,13.227.120.42,TCP,48784,80,470,7,11.724563121795654,1.9540938536326091,3.969685236266781,0
13.227.120.42,192.168.15.2,TCP,80,48784,338,5,11.704562902450562,2.9261407256126404,4.937610692866767,0
192.168.15.2,13.227.120.42,OCSP,48784,80,1054,2,0.4431920051574707,0.4431920051574707,,0
3.174.85.24,192.168.15.2,OCSP,80,40254,1176,1,0.0,0.0,,0
13.227.120.42,192.168.15.2,OCSP,80,48784,2352,2,0.3346071243286133,0.3346071243286133,,0
192.168.15.2,3.163.10.76,QUIC,37488,443,3233,19,11.242172956466675,0.6245651642481486,2.5688374963030443,0
3.163.10.76,192.168.15.2,QUIC,443,37488,7203,13,0.3051609992980957,0.02543008327484131,0.02608170440847012,0
192.168.15.2,192.168.15.1,DNS,36820,53,170,2,5.0067901611328125e-06,5.0067901611328125e-06,,0
192.168.15.1,192.168.15.2,DNS,53,36820,318,2,0.1572861671447754,0.1572861671447754,,0
192.168.15.2,108.158.147.31,TCP,53696,443,536,8,11.059123992919922,1.5798748561314173,4.155515361744833,0
108.158.147.31,192.168.15.2,TCP,443,53696,3524,10,11.090231895446777,1.2322479883829753,3.6329310305611524,0
192.168.15.2,108.158.147.31,TLS,53696,443,1700,7,11.023303985595703,1.8372173309326172,4.473613289632215,0
108.158.147.31,192.168.15.2,TLS,443,53696,3162,5,0.023196935653686523,0.005799233913421631,0.01074265020985068,0
192.168.15.2,108.158.147.31,TCP,53704,443,1196,18,10.99264907836914,0.6466264163746553,2.6399088330259337,0
108.158.147.31,192.168.15.2,TCP,443,53704,28658,23,11.02078890800476,0.5009449503638528,2.3089124104352763,0
192.168.15.2,108.158.147.31,TLS,53704,443,1771,7,10.94678783416748,1.8244646390279133,4.437669517562339,0
108.158.147.31,192.168.15.2,TLS,443,53704,9705,9,0.03310799598693848,0.00413849949836731,0.008776951476051838,0
192.168.15.2,108.158.173.92,QUIC,35164,443,18748,26,10.71055793762207,0.4284223175048828,1.7940054532489957,0
108.158.173.92,192.168.15.2,QUIC,443,35164,12951,20,10.687278985977173,0.5624883676830091,2.054410211284254,0
192.168.15.2,3.163.10.76,QUIC,50674,443,5673,21,9.613281965255737,0.4806640982627869,2.112307216359276,0
3.163.10.76,192.168.15.2,QUIC,443,50674,37020,37,9.553948879241943,0.26538746886783177,1.579611238689853,0
192.168.15.2,192.168.15.1,DNS,58239,53,148,2,5.0067901611328125e-06,5.0067901611328125e-06,,0
192.168.15.1,192.168.15.2,DNS,53,58239,436,2,0.2249128818511963,0.2249128818511963,,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2600:9000:247e:2000:17:b174:6d00:93a1,TCP,35612,443,12486,117,46.95925712585449,0.4048211821194353,2.605059886323174,0
2600:9000:247e:2000:17:b174:6d00:93a1,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,35612,203944,152,46.73245286941528,0.30948644284380983,2.2833226950504124,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2600:9000:247e:2000:17:b174:6d00:93a1,TLS,35612,443,12284,37,46.7075309753418,1.2974314159817166,4.582834409167863,0
2600:9000:247e:2000:17:b174:6d00:93a1,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,35612,87174,63,46.912813901901245,0.7566582887403427,3.54298982754571,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:835::2003,TCP,39016,443,610,7,0.2998239994049072,0.049970666567484535,0.07230802044223547,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:847::200a,TCP,36242,443,1212,14,0.16425800323486328,0.012635231018066406,0.02116699414793214,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2606:4700::6811:180e,TCP,51866,443,610,7,0.12102103233337402,0.020170172055562336,0.011121875731251226,0
192.168.15.2,192.168.15.1,DNS,42440,53,148,2,3.0994415283203125e-06,3.0994415283203125e-06,,0
192.168.15.2,3.164.6.33,TCP,52588,443,8192,124,0.17870879173278809,0.0014529170059576267,0.0050638864653886045,0
192.168.15.2,192.168.15.1,DNS,45058,53,166,2,1.9073486328125e-06,1.9073486328125e-06,,0
192.168.15.1,192.168.15.2,DNS,53,42440,436,2,0.00030493736267089844,0.00030493736267089844,,0
192.168.15.1,192.168.15.2,DNS,53,45058,182,2,0.0002219676971435547,0.0002219676971435547,,0
192.168.15.2,34.36.152.253,TCP,59772,443,602,9,4.266262054443359,0.5332827568054199,1.3925608639442977,0
2800:3f0:4001:847::200a,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,36242,524,6,0.1473979949951172,0.029479598999023436,0.03282307545707553,0
2800:3f0:4001:835::2003,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,39016,782,9,0.2799808979034424,0.0349976122379303,0.0648739346981738,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:847::200a,TLS,36242,443,2811,9,0.12759709358215332,0.015949636697769165,0.02902214229655197,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:835::2003,TLS,39016,443,2113,7,0.2593100070953369,0.04321833451588949,0.07466045826355362,0
3.164.6.33,192.168.15.2,TCP,443,52588,271058,169,0.11910009384155273,0.0007089291300092425,0.0027385041709280305,0
192.168.15.2,3.164.6.33,TLS,52588,443,1892,5,0.04581189155578613,0.011452972888946533,0.011003870654363326,0
2606:4700::6811:180e,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,51866,696,8,0.09890007972717285,0.01412858281816755,0.017001640411528456,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2606:4700::6811:180e,TLS,51866,443,2356,7,0.07175803184509277,0.011959671974182129,0.017784473470798888,0
34.36.152.253,192.168.15.2,TCP,443,59772,3204,6,4.245985984802246,0.8491971969604493,1.8676819008262735,0
192.168.15.2,34.36.152.253,TLS,59772,443,1276,2,0.028501033782958984,0.028501033782958984,,0
3.164.6.33,192.168.15.2,TLS,443,52588,120633,66,0.10070490837097168,0.0015493062826303335,0.0035061131602677747,0
2606:4700::6811:180e,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,51866,4838,7,0.012847900390625,0.0021413167317708335,0.0051457709913365875,0
34.36.152.253,192.168.15.2,TLS,443,59772,2801,3,0.1831648349761963,0.09158241748809814,0.1292868065063198,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2606:4700::6811:180e,QUIC,59827,443,2086,6,0.05284404754638672,0.010568809509277344,0.012839434176764837,0
2800:3f0:4001:847::200a,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,36242,4818,12,0.058804988861083984,0.005345908078280362,0.01680669218687847,0
2800:3f0:4001:835::2003,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,39016,1119,3,6.699562072753906e-05,3.349781036376953e-05,2.7816920017190062e-05,0
2606:4700::6811:180e,2804:1b0:1900:9955:2347:6deb:7171:e846,QUIC,443,59827,5724,9,0.05425596237182617,0.0067819952964782715,0.01244255036628881,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:847::200a,QUIC,33622,443,15893,26,48.20168209075928,1.9280672836303712,4.010948899821707,0
192.168.15.2,18.155.21.98,TCP,49344,443,4574,69,0.12617278099060059,0.0018554820733911852,0.0038160955594868247,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:835::2003,TCP,39030,443,1986,23,0.1272439956665039,0.005783817984841086,0.016623516413884775,0
18.155.21.98,192.168.15.2,TCP,443,49344,160028,90,0.11050891876220703,0.00124167324451918,0.003611353040824234,0
192.168.15.2,18.155.21.98,TLS,49344,443,2031,7,0.09386396408081055,0.015643994013468426,0.024862758624487193,0
18.155.21.98,192.168.15.2,TLS,443,49344,33622,16,0.06930685043334961,0.00462045669555664,0.003754545675612031,0
2800:3f0:4001:835::2003,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,39030,696,8,0.10356807708740234,0.01479543958391462,0.0293464556521873,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:835::2003,TLS,39030,443,2569,7,0.07889294624328613,0.013148824373881022,0.03100112446041158,0
192.168.15.2,18.155.21.98,QUIC,53802,443,2881,9,5.1618640422821045,0.6452330052852631,1.7948843285495821,0
18.155.21.98,192.168.15.2,QUIC,443,53802,9177,12,5.163356781005859,0.46939607100053266,1.537943558425825,0
2800:3f0:4001:835::2003,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,39030,34243,29,0.028017044067382812,0.0010006087166922434,0.003314010095569947,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:835::2003,QUIC,35252,443,1668,3,0.10199785232543945,0.05099892616271973,0.023461970454256402,0
2800:3f0:4001:835::2003,2804:1b0:1900:9955:2347:6deb:7171:e846,QUIC,443,35252,3750,5,0.04174995422363281,0.010437488555908203,0.012581902218525955,0
192.168.15.2,3.164.6.33,TCP,52594,443,5018,11,10.066089868545532,1.0066089868545531,2.819971378646146,0
3.164.6.33,192.168.15.2,TCP,443,52594,866,13,10.04148006439209,0.8367900053660074,2.587717926923722,0
192.168.15.2,3.164.6.33,TLS,52594,443,16751,22,10.021581888198853,0.47721818515232634,1.966641298625186,0
3.164.6.33,192.168.15.2,TLS,443,52594,6773,11,10.027112007141113,1.0027112007141112,2.8302463523496226,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:81a::200e,TCP,45836,443,696,8,0.27950501441955566,0.039929287774222236,0.061324770813318906,0
2800:3f0:4001:81a::200e,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,45836,1126,13,0.2638399600982666,0.021986663341522217,0.04902757731763925,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:81a::200e,TLS,45836,443,6081,11,0.24170684814453125,0.024170684814453124,0.054380334287776055,0
2800:3f0:4001:81a::200e,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,45836,2109,6,0.1664578914642334,0.03329157829284668,0.07191546297848822,0
2800:3f0:4001:847::200a,2804:1b0:1900:9955:2347:6deb:7171:e846,QUIC,443,33622,6004,7,46.03074097633362,7.67179016272227,10.89409912308886,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:81a::200e,QUIC,38458,443,29966,42,50.068268060684204,1.2211772697727854,3.0771654012726484,0
2800:3f0:4001:81a::200e,2804:1b0:1900:9955:2347:6deb:7171:e846,QUIC,443,38458,7608,37,50.024266958236694,1.3895629710621304,3.2621440335505585,0
192.168.15.2,192.168.15.1,DNS,43029,53,146,2,5.0067901611328125e-06,5.0067901611328125e-06,,0
192.168.15.1,192.168.15.2,DNS,53,43029,326,2,0.00024080276489257812,0.00024080276489257812,,0
192.168.15.2,192.168.15.1,DNS,35187,53,152,2,4.0531158447265625e-06,4.0531158447265625e-06,,0
192.168.15.2,192.168.15.1,DNS,44303,53,76,1,0.0,0.0,,0
192.168.15.1,192.168.15.2,DNS,53,35187,324,2,0.0002608299255371094,0.0002608299255371094,,0
192.168.15.1,192.168.15.2,DNS,53,44303,170,1,0.0,0.0,,0
192.168.15.2,151.101.248.176,TCP,53654,443,602,9,0.15383386611938477,0.019229233264923096,0.0237987400183664,0
151.101.248.176,192.168.15.2,TCP,443,53654,470,7,0.08512997627258301,0.014188329378763834,0.01331116688928173,0
192.168.15.2,151.101.248.176,TLS,53654,443,2193,6,0.06113100051879883,0.012226200103759766,0.0138604786700048,0
151.101.248.176,192.168.15.2,TLS,443,53654,17287,15,0.06433796882629395,0.004595569201878139,0.011083333552876459,0
192.168.15.2,44.233.169.138,TCP,53114,443,536,8,3.9423091411590576,0.5631870201655796,1.1101948262478158,0
44.233.169.138,192.168.15.2,TCP,443,53114,1832,6,3.7229888439178467,0.7445977687835693,1.3129817699350925,0
192.168.15.2,44.233.169.138,TLS,53114,443,4001,8,3.5051519870758057,0.5007359981536865,1.1373399320673352,0
44.233.169.138,192.168.15.2,TLS,443,53114,4299,10,3.5082218647003174,0.3898024294111464,1.0082195210246896,0
192.168.15.3,224.0.0.252,LLMNR,55693,5355,74,1,0.0,0.0,,0
192.168.15.3,224.0.0.252,LLMNR,55836,5355,74,1,0.0,0.0,,0
192.168.15.2,192.168.15.1,DNS,54457,53,164,2,3.814697265625e-06,3.814697265625e-06,,0
192.168.15.1,192.168.15.2,DNS,53,54457,252,2,0.0034410953521728516,0.0034410953521728516,,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2606:4700::6811:608d,TCP,48644,443,524,6,0.1542041301727295,0.0308408260345459,0.04300962851083216,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2606:4700::6811:608d,TCP,48652,443,746,9,0.10784101486206055,0.013480126857757568,0.01321866328746864,0
2606:4700::6811:608d,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,48644,1700,4,0.05046987533569336,0.016823291778564453,0.01221295173828374,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2606:4700::6811:608d,TLS,48644,443,1661,5,0.0502469539642334,0.01256173849105835,0.014689998457457462,0
2606:4700::6811:608d,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,48652,1786,5,0.08144593238830566,0.020361483097076416,0.022983869866292986,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2606:4700::6811:608d,TLS,48652,443,1211,4,0.05458688735961914,0.018195629119873047,0.015963210807113805,0
2606:4700::6811:608d,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,48644,3248,4,0.06316304206848145,0.02105434735616048,0.019496550670849787,0
2606:4700::6811:608d,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,48652,2756,4,0.0304410457611084,0.010147015253702799,0.014554481335844392,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2606:4700::6811:608d,QUIC,52170,443,1974,5,0.049677133560180664,0.012419283390045166,0.012900487395786303,0
2606:4700::6811:608d,2804:1b0:1900:9955:2347:6deb:7171:e846,QUIC,443,52170,6975,10,0.04997086524963379,0.005552318361070421,0.01033955805870389,0
192.168.15.2,192.168.15.1,DNS,58146,53,150,2,4.0531158447265625e-06,4.0531158447265625e-06,,0
192.168.15.1,192.168.15.2,DNS,53,58146,586,2,0.0037870407104492188,0.0037870407104492188,,0
192.168.15.2,192.168.15.1,DNS,49883,53,154,2,5.0067901611328125e-06,5.0067901611328125e-06,,0
192.168.15.1,192.168.15.2,DNS,53,49883,198,2,0.0002040863037109375,0.0002040863037109375,,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:835::2003,TCP,55302,443,524,6,0.10323190689086914,0.020646381378173827,0.03501836915603503,0
2800:3f0:4001:835::2003,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,55302,3026,7,0.1329631805419922,0.02216053009033203,0.021519596608820354,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:835::2003,TLS,55302,443,1196,4,0.10552096366882324,0.035173654556274414,0.04220761991027641,0
2800:3f0:4001:835::2003,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,55302,2705,4,0.02492690086364746,0.008308966954549154,0.014248678575941321,0
192.168.15.3,224.0.0.252,LLMNR,52345,5355,264,2,0.41675519943237305,0.41675519943237305,,0
192.168.15.3,224.0.0.252,LLMNR,55956,5355,264,2,0.4220590591430664,0.4220590591430664,,0
192.168.15.3,224.0.0.252,LLMNR,49631,5355,264,2,0.41907691955566406,0.41907691955566406,,0
192.168.15.3,224.0.0.252,LLMNR,49591,5355,264,2,0.41823816299438477,0.41823816299438477,,0
192.168.15.2,192.168.15.1,DNS,56801,53,150,2,3.814697265625e-06,3.814697265625e-06,,0
192.168.15.2,192.168.15.1,DNS,41158,53,150,2,4.0531158447265625e-06,4.0531158447265625e-06,,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:83c::2003,TCP,41894,443,868,10,0.1901378631591797,0.021126429239908855,0.031541623357648395,0
192.168.15.1,192.168.15.2,DNS,53,56801,194,2,0.0002079010009765625,0.0002079010009765625,,0
192.168.15.1,192.168.15.2,DNS,53,41158,194,2,0.00023603439331054688,0.00023603439331054688,,0
2800:3f0:4001:83c::2003,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,41894,3284,10,0.16928696632385254,0.018809662924872503,0.021523342861929123,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:83c::2003,TLS,41894,443,1878,7,0.15047812461853027,0.02507968743642171,0.032171908888446725,0
2800:3f0:4001:83c::2003,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,41894,3723,8,0.08014106750488281,0.011448723929268973,0.021772268125194505,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:83c::2003,QUIC,57488,443,2473,8,7.5824620723724365,1.0832088674817766,2.765314242109474,0
2800:3f0:4001:83c::2003,2804:1b0:1900:9955:2347:6deb:7171:e846,QUIC,443,57488,4621,9,7.5186121463775635,0.9398265182971954,2.618079748821958,0
192.168.15.2,192.168.15.1,DNS,48532,53,158,2,4.0531158447265625e-06,4.0531158447265625e-06,,0
192.168.15.2,192.168.15.1,DNS,58586,53,158,2,3.0994415283203125e-06,3.0994415283203125e-06,,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2600:1901:0:3296::,TCP,56450,443,524,6,0.04047703742980957,0.008095407485961914,0.011095167231139855,0
192.168.15.2,192.168.15.1,DNS,39359,53,146,2,5.9604644775390625e-06,5.9604644775390625e-06,,0
192.168.15.2,192.168.15.1,DNS,32898,53,154,2,0.0,0.0,,0
192.168.15.2,192.168.15.1,DNS,47989,53,156,2,2.1457672119140625e-06,2.1457672119140625e-06,,0
192.168.15.2,192.168.15.1,DNS,59378,53,140,2,1.9073486328125e-06,1.9073486328125e-06,,0
192.168.15.2,192.168.15.1,DNS,50933,53,142,2,1.9073486328125e-06,1.9073486328125e-06,,0
192.168.15.2,192.168.15.1,DNS,36291,53,150,2,1.9073486328125e-06,1.9073486328125e-06,,0
192.168.15.2,192.168.15.1,DNS,39607,53,152,2,1.9073486328125e-06,1.9073486328125e-06,,0
192.168.15.1,192.168.15.2,DNS,53,48532,202,2,0.0005710124969482422,0.0005710124969482422,,0
192.168.15.1,192.168.15.2,DNS,53,58586,202,2,0.0005779266357421875,0.0005779266357421875,,0
2600:1901:0:3296::,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,56450,2854,5,0.06665992736816406,0.016664981842041016,0.02074582597051861,0
